path,split
ng/3ng9.pdb1_10.dill,train
ng/3ngt.pdb4_0.dill,train
ng/1ng0.pdb1_2.dill,train
ng/3ng9.pdb1_18.dill,train
ng/3ng9.pdb1_3.dill,train
ng/3ngy.pdb2_0.dill,train
ng/3ng9.pdb1_15.dill,train
ng/3ng9.pdb1_7.dill,train
ng/3ngs.pdb1_1.dill,train
ng/3ng9.pdb1_20.dill,train
ng/4ng3.pdb3_0.dill,train
ng/3ng9.pdb1_11.dill,train
vq/3vq1.pdb1_3.dill,train
vq/1vq6.pdb1_15.dill,train
vq/1vqv.pdb1_0.dill,train
vq/3vqr.pdb1_0.dill,train
vq/1vq4.pdb1_20.dill,train
vq/2vq5.pdb1_0.dill,train
vq/1vq9.pdb1_18.dill,train
vq/1vq3.pdb1_2.dill,train
vq/1vqp.pdb1_14.dill,train
vq/1vq8.pdb1_18.dill,train
vq/1vq4.pdb1_15.dill,train
vq/1vq9.pdb1_5.dill,train
vq/1vqm.pdb1_13.dill,train
vq/1vq8.pdb1_14.dill,train
vq/1vqp.pdb1_18.dill,train
vq/2vqe.pdb1_17.dill,train
vq/1vq9.pdb1_14.dill,train
vq/1vq0.pdb1_0.dill,train
vq/2vqe.pdb1_3.dill,train
vq/1vqn.pdb1_13.dill,train
vq/2vqb.pdb1_0.dill,train
vq/1vq6.pdb1_19.dill,train
vq/3vqt.pdb5_0.dill,train
vq/1vq4.pdb1_18.dill,train
vq/1vqm.pdb1_2.dill,train
vq/2vqe.pdb1_6.dill,train
vq/1vq8.pdb1_15.dill,train
vq/2vqe.pdb1_16.dill,train
vq/1vq8.pdb1_2.dill,train
vq/1vqm.pdb1_6.dill,train
vq/1vq8.pdb1_20.dill,train
vq/1vq4.pdb1_8.dill,train
vq/1vq6.pdb1_18.dill,train
vq/1vqp.pdb1_8.dill,train
vq/1vqn.pdb1_8.dill,train
vq/1vq8.pdb1_6.dill,train
vq/3vq1.pdb1_2.dill,train
vq/1vq6.pdb1_14.dill,train
vq/1vqp.pdb1_20.dill,train
vq/1vqs.pdb2_0.dill,train
vq/1vq3.pdb1_3.dill,train
vq/1vqp.pdb1_15.dill,train
vq/1vq6.pdb1_8.dill,train
vq/1vq4.pdb1_14.dill,train
vq/1vq6.pdb1_6.dill,train
vq/1vqs.pdb1_0.dill,train
vq/1vqn.pdb1_14.dill,train
vq/2vqe.pdb1_4.dill,train
vq/1vq9.pdb1_17.dill,train
vq/1vq8.pdb1_13.dill,train
vq/1vqm.pdb1_14.dill,train
vq/1vq6.pdb1_2.dill,train
vq/1vq9.pdb1_2.dill,train
vq/1vq9.pdb1_13.dill,train
vq/1vq8.pdb1_8.dill,train
vq/3vq1.pdb1_0.dill,train
vq/1vqn.pdb1_6.dill,train
vq/1vqp.pdb1_6.dill,train
vq/1vq4.pdb1_6.dill,train
vq/1vqp.pdb1_13.dill,train
vq/1vqm.pdb1_18.dill,train
vq/1vq3.pdb1_5.dill,train
vq/1vqm.pdb1_8.dill,train
vq/1vqn.pdb1_2.dill,train
vq/1vqp.pdb1_2.dill,train
vq/3vq1.pdb1_4.dill,train
vq/1vqn.pdb1_18.dill,train
vq/2vqe.pdb1_8.dill,train
vq/1vq4.pdb1_2.dill,train
vq/3vq1.pdb1_1.dill,train
vq/3vqt.pdb6_0.dill,train
vq/1vq4.pdb1_13.dill,train
vq/2vqs.pdb2_0.dill,train
vq/1vq6.pdb1_13.dill,train
vq/2vqe.pdb1_19.dill,train
vq/1vq3.pdb1_0.dill,train
vq/1vqm.pdb1_20.dill,train
vq/1vq9.pdb1_7.dill,train
vq/1vqn.pdb1_15.dill,train
vq/2vqe.pdb1_5.dill,train
vq/1vqm.pdb1_15.dill,train
vq/2vqe.pdb1_1.dill,train
vq/1vqn.pdb1_20.dill,train
vq/1vq3.pdb3_0.dill,train
vq/1vq9.pdb1_12.dill,train
rs/1rsc.pdb1_14.dill,train
rs/4rsu.pdb1_4.dill,train
rs/1rsc.pdb1_25.dill,train
rs/2rs3.pdb1_2.dill,train
rs/1rsc.pdb1_47.dill,train
rs/3rs1.pdb1_0.dill,train
rs/4rsu.pdb1_24.dill,train
rs/1rsc.pdb1_21.dill,train
rs/1rsc.pdb1_10.dill,train
rs/4rsu.pdb1_0.dill,train
rs/4rsu.pdb3_8.dill,train
rs/4rsu.pdb1_20.dill,train
rs/1rsc.pdb1_39.dill,train
rs/4rsu.pdb1_11.dill,train
rs/1rsc.pdb1_43.dill,train
rs/1rsc.pdb1_6.dill,train
rs/4rs4.pdb1_10.dill,train
rs/4rs4.pdb1_7.dill,train
rs/4rsu.pdb3_4.dill,train
rs/1rsc.pdb1_35.dill,train
rs/4rsu.pdb2_2.dill,train
rs/4rsu.pdb3_0.dill,train
rs/1rsc.pdb1_31.dill,train
rs/1rsc.pdb1_2.dill,train
rs/4rsu.pdb1_19.dill,train
rs/4rsj.pdb2_0.dill,train
rs/4rs4.pdb1_3.dill,train
rs/1rsc.pdb1_29.dill,train
rs/4rsi.pdb1_0.dill,train
rs/4rsu.pdb2_6.dill,train
rs/4rsu.pdb1_8.dill,train
rs/1rsc.pdb1_18.dill,train
rs/1rsc.pdb1_7.dill,train
rs/4rs4.pdb1_6.dill,train
rs/4rs4.pdb1_11.dill,train
rs/4rsu.pdb3_5.dill,train
rs/1rsc.pdb1_34.dill,train
rs/4rsu.pdb2_3.dill,train
rs/4rsu.pdb3_1.dill,train
rs/1rsc.pdb1_30.dill,train
rs/4rsu.pdb1_18.dill,train
rs/1rsc.pdb1_3.dill,train
rs/4rs4.pdb1_2.dill,train
rs/1rsc.pdb1_28.dill,train
rs/4rsu.pdb2_7.dill,train
rs/1rsc.pdb1_19.dill,train
rs/4rsu.pdb1_9.dill,train
rs/1rsc.pdb1_15.dill,train
rs/1rsc.pdb1_24.dill,train
rs/2rs3.pdb1_3.dill,train
rs/1rsc.pdb1_46.dill,train
rs/4rsu.pdb1_25.dill,train
rs/1rsc.pdb1_20.dill,train
rs/4rsu.pdb1_1.dill,train
rs/1rsc.pdb1_11.dill,train
rs/1rsc.pdb1_38.dill,train
rs/4rsu.pdb1_21.dill,train
rs/1rsc.pdb1_42.dill,train
rs/1rsc.pdb1_5.dill,train
rs/1rsc.pdb1_36.dill,train
rs/4rsu.pdb3_7.dill,train
rs/4rsu.pdb2_1.dill,train
rs/1rsc.pdb1_32.dill,train
rs/4rsu.pdb3_3.dill,train
rs/4rs4.pdb1_0.dill,train
rs/1rsc.pdb1_1.dill,train
rs/4rsu.pdb2_5.dill,train
rs/1rsc.pdb1_17.dill,train
rs/4rsu.pdb1_7.dill,train
rs/1rsg.pdb1_0.dill,train
rs/2rs3.pdb1_1.dill,train
rs/1rsc.pdb1_26.dill,train
rs/1rsc.pdb1_44.dill,train
rs/2rs3.pdb1_5.dill,train
rs/1rsc.pdb1_22.dill,train
rs/4rsc.pdb1_0.dill,train
rs/1rsc.pdb1_13.dill,train
rs/4rsu.pdb1_3.dill,train
rs/4rsu.pdb1_23.dill,train
rs/4rs4.pdb1_8.dill,train
rs/4rsu.pdb1_12.dill,train
rs/1rsc.pdb1_9.dill,train
rs/1rsc.pdb1_40.dill,train
rs/4rsu.pdb1_6.dill,train
rs/1rsc.pdb1_16.dill,train
rs/4rsu.pdb2_8.dill,train
rs/2rs3.pdb1_0.dill,train
rs/1rsc.pdb1_27.dill,train
rs/4rsj.pdb1_0.dill,train
rs/1rsc.pdb1_45.dill,train
rs/4rsu.pdb1_17.dill,train
rs/2rs3.pdb1_4.dill,train
rs/1rsc.pdb1_23.dill,train
rs/4rsu.pdb1_2.dill,train
rs/1rsc.pdb1_12.dill,train
rs/4rsu.pdb1_22.dill,train
rs/1rsc.pdb1_41.dill,train
rs/1rsc.pdb1_8.dill,train
rs/4rsu.pdb1_13.dill,train
rs/4rs4.pdb1_5.dill,train
rs/1rsc.pdb1_4.dill,train
rs/1rsc.pdb1_37.dill,train
rs/4rsu.pdb3_6.dill,train
rs/4rsu.pdb2_0.dill,train
rs/1rsc.pdb1_33.dill,train
rs/4rsu.pdb3_2.dill,train
rs/4rs4.pdb1_1.dill,train
rs/1rsc.pdb1_0.dill,train
rs/1rs9.pdb1_0.dill,train
rs/4rsu.pdb2_4.dill,train
wo/2woj.pdb1_0.dill,train
wo/1woi.pdb1_9.dill,train
wo/1wo8.pdb1_4.dill,train
wo/1wob.pdb1_0.dill,train
wo/1woa.pdb2_0.dill,train
wo/4wog.pdb1_2.dill,train
wo/4woq.pdb1_1.dill,train
wo/1wo8.pdb1_0.dill,train
wo/4woq.pdb2_3.dill,train
wo/1woi.pdb1_1.dill,train
wo/2wo5.pdb1_3.dill,train
wo/2wov.pdb1_0.dill,train
wo/1wo8.pdb1_11.dill,train
wo/1woi.pdb1_5.dill,train
wo/3wok.pdb1_0.dill,train
wo/1wox.pdb1_0.dill,train
wo/1wo8.pdb2_3.dill,train
wo/4woq.pdb2_2.dill,train
wo/1wof.pdb1_0.dill,train
wo/1woi.pdb1_0.dill,train
wo/2wo5.pdb1_2.dill,train
wo/1wo8.pdb2_7.dill,train
wo/1wo8.pdb1_9.dill,train
wo/1woi.pdb1_4.dill,train
wo/1woi.pdb1_8.dill,train
wo/4wog.pdb1_3.dill,train
wo/4woq.pdb1_0.dill,train
wo/1woi.pdb1_2.dill,train
wo/4woq.pdb2_0.dill,train
wo/1wo8.pdb2_11.dill,train
wo/2wo5.pdb1_0.dill,train
wo/1woi.pdb1_6.dill,train
wo/3wol.pdb1_0.dill,train
wo/1wo8.pdb1_7.dill,train
wo/1wo8.pdb2_9.dill,train
wo/1woi.pdb1_11.dill,train
wo/4wog.pdb1_5.dill,train
wo/4woq.pdb1_2.dill,train
wo/1wo8.pdb1_3.dill,train
wo/1woi.pdb1_10.dill,train
wo/2wov.pdb2_0.dill,train
wo/4wog.pdb1_0.dill,train
wo/4woq.pdb1_3.dill,train
wo/1woi.pdb1_3.dill,train
wo/1wo8.pdb2_0.dill,train
wo/4woq.pdb2_1.dill,train
wo/2wo5.pdb1_1.dill,train
wo/1woa.pdb1_0.dill,train
wo/2wof.pdb1_0.dill,train
wo/4woj.pdb1_0.dill,train
wo/1woi.pdb1_7.dill,train
wo/1wo8.pdb2_4.dill,train
uq/4uqi.pdb1_5.dill,train
uq/4uqf.pdb1_5.dill,train
uq/4uqi.pdb1_1.dill,train
uq/4uqp.pdb2_0.dill,train
uq/4uqf.pdb1_21.dill,train
uq/4uqv.pdb4_0.dill,train
uq/4uqf.pdb1_10.dill,train
uq/4uqf.pdb1_24.dill,train
uq/4uqu.pdb1_0.dill,train
uq/4uqf.pdb1_11.dill,train
uq/4uqi.pdb1_4.dill,train
uq/4uqf.pdb1_0.dill,train
uq/4uqi.pdb1_0.dill,train
uq/4uqf.pdb1_19.dill,train
uq/4uqf.pdb1_17.dill,train
uq/4uqv.pdb3_0.dill,train
uq/4uqf.pdb1_13.dill,train
uq/3uqe.pdb1_0.dill,train
uq/4uqv.pdb1_0.dill,train
uq/3uqs.pdb4_0.dill,train
uq/4uqf.pdb1_6.dill,train
uq/4uqi.pdb1_2.dill,train
uq/4uqf.pdb1_2.dill,train
uq/3uqs.pdb4_1.dill,train
uq/1uqt.pdb1_0.dill,train
uq/4uqf.pdb1_3.dill,train
uq/4uqi.pdb1_3.dill,train
uq/4uqp.pdb1_0.dill,train
uq/4uqf.pdb1_16.dill,train
uq/4uqv.pdb5_0.dill,train
uq/4uqf.pdb1_23.dill,train
uq/4uqf.pdb1_12.dill,train
uq/4uql.pdb1_0.dill,train
ca/1ca9.pdb3_0.dill,train
ca/5ca1.pdb1_8.dill,train
ca/1ca4.pdb1_0.dill,train
ca/1cax.pdb1_7.dill,train
ca/2cai.pdb1_0.dill,train
ca/2cax.pdb1_0.dill,train
ca/1ca9.pdb2_2.dill,train
ca/5ca1.pdb1_0.dill,train
ca/1ca9.pdb1_0.dill,train
ca/1ca4.pdb2_2.dill,train
ca/5ca1.pdb1_4.dill,train
ca/1ca7.pdb1_2.dill,train
ca/2cad.pdb1_0.dill,train
ca/5ca1.pdb1_1.dill,train
ca/4cap.pdb1_0.dill,train
ca/1ca9.pdb1_1.dill,train
ca/4ca4.pdb1_0.dill,train
ca/4cab.pdb2_0.dill,train
ca/5ca1.pdb1_5.dill,train
ca/5cab.pdb1_0.dill,train
ca/1ca9.pdb3_1.dill,train
ca/1cax.pdb1_2.dill,train
ca/4car.pdb1_0.dill,train
ca/1ca4.pdb1_1.dill,train
ca/2cax.pdb1_1.dill,train
ca/1ca9.pdb1_3.dill,train
ca/5ca1.pdb1_3.dill,train
ca/1cau.pdb1_0.dill,train
ca/1cax.pdb1_8.dill,train
ca/5ca1.pdb1_7.dill,train
ca/1ca4.pdb2_1.dill,train
ca/2ca9.pdb1_0.dill,train
ca/4cao.pdb1_0.dill,train
ca/1ca7.pdb1_1.dill,train
ca/1cax.pdb1_0.dill,train
ca/5caa.pdb1_0.dill,train
ca/1cax.pdb1_4.dill,train
ca/4cab.pdb1_0.dill,train
ca/1ca9.pdb2_1.dill,train
ca/1ca9.pdb3_2.dill,train
ca/4ca1.pdb1_0.dill,train
ca/1ca4.pdb1_2.dill,train
ca/1cax.pdb1_5.dill,train
ca/2cax.pdb1_2.dill,train
ca/1ca9.pdb2_0.dill,train
ca/2caj.pdb1_0.dill,train
ca/5ca1.pdb1_2.dill,train
ca/1ca4.pdb2_0.dill,train
ca/5ca1.pdb1_6.dill,train
ca/3cai.pdb1_0.dill,train
ca/1ca7.pdb1_0.dill,train
q8/1q8f.pdb1_5.dill,train
q8/1q86.pdb1_17.dill,train
q8/1q86.pdb1_13.dill,train
q8/1q8f.pdb1_1.dill,train
q8/3q83.pdb1_0.dill,train
q8/1q8s.pdb1_0.dill,train
q8/1q81.pdb1_17.dill,train
q8/3q8h.pdb1_2.dill,train
q8/1q81.pdb1_13.dill,train
q8/3q83.pdb1_1.dill,train
q8/1q86.pdb1_7.dill,train
q8/1q81.pdb1_12.dill,train
q8/1q81.pdb1_0.dill,train
q8/1q8f.pdb1_4.dill,train
q8/4q8s.pdb1_0.dill,train
q8/3q87.pdb1_0.dill,train
q8/1q86.pdb1_12.dill,train
q8/1q8f.pdb1_0.dill,train
q8/1q81.pdb1_14.dill,train
q8/4q84.pdb1_0.dill,train
q8/3q8h.pdb1_1.dill,train
q8/1q86.pdb1_14.dill,train
q8/1q81.pdb1_18.dill,train
q8/4q86.pdb1_0.dill,train
q8/2q8u.pdb3_0.dill,train
q8/2q8i.pdb1_0.dill,train
q8/3q80.pdb1_0.dill,train
q8/3q83.pdb1_2.dill,train
q8/1q81.pdb1_7.dill,train
q8/3q8h.pdb1_0.dill,train
q8/1q86.pdb1_19.dill,train
q8/1q86.pdb1_0.dill,train
q3/2q3e.pdb1_2.dill,train
q3/1q3q.pdb2_0.dill,train
q3/1q3r.pdb1_0.dill,train
q3/1q3u.pdb1_3.dill,train
q3/4q3l.pdb2_3.dill,train
q3/2q3e.pdb2_8.dill,train
q3/2q3e.pdb1_6.dill,train
q3/1q3p.pdb1_0.dill,train
q3/2q3e.pdb1_11.dill,train
q3/4q31.pdb1_2.dill,train
q3/4q3l.pdb1_1.dill,train
q3/2q30.pdb2_0.dill,train
q3/2q3x.pdb1_0.dill,train
q3/4q30.pdb1_0.dill,train
q3/1q3v.pdb1_1.dill,train
q3/2q3e.pdb2_0.dill,train
q3/4q3o.pdb2_0.dill,train
q3/2q3e.pdb1_10.dill,train
q3/4q31.pdb1_3.dill,train
q3/2q3e.pdb2_5.dill,train
q3/4q3l.pdb1_0.dill,train
q3/1q3e.pdb3_0.dill,train
q3/1q3v.pdb1_0.dill,train
q3/2q30.pdb4_0.dill,train
q3/1q3q.pdb1_3.dill,train
q3/2q3e.pdb2_1.dill,train
q3/1q3s.pdb1_7.dill,train
q3/1q3s.pdb1_13.dill,train
q3/1q3r.pdb1_1.dill,train
q3/3q3o.pdb1_2.dill,train
q3/1q3u.pdb1_2.dill,train
q3/4q3l.pdb2_2.dill,train
q3/3q37.pdb2_0.dill,train
q3/1q3s.pdb1_3.dill,train
q3/2q3e.pdb1_7.dill,train
q3/3q34.pdb1_0.dill,train
q3/3q34.pdb2_0.dill,train
q3/1q3w.pdb1_0.dill,train
q3/4q31.pdb1_1.dill,train
q3/3q37.pdb1_0.dill,train
q3/2q3e.pdb2_7.dill,train
q3/2q3e.pdb2_11.dill,train
q3/4q3l.pdb1_2.dill,train
q3/4q31.pdb1_5.dill,train
q3/1q3v.pdb1_2.dill,train
q3/4q3o.pdb3_0.dill,train
q3/1q3s.pdb1_9.dill,train
q3/1q3q.pdb1_1.dill,train
q3/2q3e.pdb1_1.dill,train
q3/1q3s.pdb1_11.dill,train
q3/1q3r.pdb1_3.dill,train
q3/1q3u.pdb1_0.dill,train
q3/3q3o.pdb1_0.dill,train
q3/1q3d.pdb1_0.dill,train
q3/4q3l.pdb2_0.dill,train
q3/2q3e.pdb1_5.dill,train
q3/1q3s.pdb1_15.dill,train
q3/2q39.pdb1_0.dill,train
q3/4q35.pdb1_0.dill,train
q3/4q3o.pdb1_0.dill,train
q3/2q3e.pdb1_0.dill,train
q3/1q3s.pdb1_4.dill,train
q3/1q3r.pdb1_2.dill,train
q3/1q3u.pdb1_1.dill,train
q3/2q30.pdb1_0.dill,train
q3/3q3o.pdb1_1.dill,train
q3/4q3l.pdb2_1.dill,train
q3/1q3s.pdb1_0.dill,train
q3/1q3q.pdb3_0.dill,train
q3/3q33.pdb1_0.dill,train
q3/1q3p.pdb2_0.dill,train
q3/4q31.pdb1_0.dill,train
q3/2q3e.pdb1_8.dill,train
q3/1q3q.pdb1_4.dill,train
q3/2q3e.pdb2_6.dill,train
q3/2q3v.pdb1_0.dill,train
q3/2q3e.pdb2_10.dill,train
q3/4q3l.pdb1_3.dill,train
q3/4q31.pdb1_4.dill,train
q3/3q31.pdb1_0.dill,train
q3/1q3v.pdb1_3.dill,train
q3/1q3q.pdb1_0.dill,train
q3/2q3e.pdb2_2.dill,train
y7/4y74.pdb1_40.dill,train
y7/4y77.pdb1_44.dill,train
y7/4y7e.pdb3_0.dill,train
y7/4y77.pdb1_75.dill,train
y7/4y7x.pdb1_80.dill,train
y7/4y7x.pdb1_6.dill,train
y7/4y74.pdb1_98.dill,train
y7/4y7x.pdb1_22.dill,train
y7/4y7y.pdb1_80.dill,train
y7/4y77.pdb1_17.dill,train
y7/4y7y.pdb1_22.dill,train
y7/4y7x.pdb1_40.dill,train
y7/4y74.pdb1_58.dill,train
y7/4y77.pdb1_84.dill,train
y7/4y7x.pdb1_71.dill,train
y7/4y7y.pdb1_58.dill,train
y7/4y74.pdb1_69.dill,train
y7/4y74.pdb1_5.dill,train
y7/4y74.pdb1_22.dill,train
y7/2y7k.pdb1_0.dill,train
y7/4y74.pdb1_80.dill,train
y7/2y7d.pdb1_0.dill,train
y7/4y77.pdb1_26.dill,train
y7/4y7y.pdb1_0.dill,train
y7/4y7x.pdb1_84.dill,train
y7/4y74.pdb1_75.dill,train
y7/4y7x.pdb1_26.dill,train
y7/4y77.pdb1_98.dill,train
y7/4y7y.pdb1_44.dill,train
y7/4y74.pdb1_44.dill,train
y7/4y7y.pdb1_75.dill,train
y7/2y75.pdb3_1.dill,train
y7/4y7x.pdb1_17.dill,train
y7/4y7y.pdb1_17.dill,train
y7/4y7x.pdb1_75.dill,train
y7/4y77.pdb1_100.dill,train
y7/4y77.pdb1_80.dill,train
y7/4y74.pdb1_26.dill,train
y7/4y74.pdb1_84.dill,train
y7/4y77.pdb1_22.dill,train
y7/4y7y.pdb1_84.dill,train
y7/4y7x.pdb1_44.dill,train
y7/4y7y.pdb1_26.dill,train
y7/4y74.pdb1_17.dill,train
y7/4y7y.pdb1_88.dill,train
y7/4y77.pdb1_54.dill,train
y7/4y74.pdb1_50.dill,train
y7/4y7x.pdb1_48.dill,train
y7/4y74.pdb1_61.dill,train
y7/4y7x.pdb1_32.dill,train
y7/4y7y.pdb1_50.dill,train
y7/4y7x.pdb1_79.dill,train
y7/4y7x.pdb1_90.dill,train
y7/4y7y.pdb1_8.dill,train
y7/4y77.pdb1_65.dill,train
y7/2y7f.pdb1_0.dill,train
y7/4y74.pdb1_88.dill,train
y7/4y7n.pdb1_15.dill,train
y7/4y7y.pdb1_79.dill,train
y7/4y7y.pdb1_32.dill,train
y7/4y74.pdb1_48.dill,train
y7/2y73.pdb1_0.dill,train
y7/4y7y.pdb1_90.dill,train
y7/4y74.pdb1_90.dill,train
y7/4y7x.pdb1_88.dill,train
y7/4y74.pdb1_32.dill,train
y7/4y74.pdb1_79.dill,train
y7/4y77.pdb1_88.dill,train
y7/4y7x.pdb1_36.dill,train
y7/4y7n.pdb1_11.dill,train
y7/1y7a.pdb1_0.dill,train
y7/4y77.pdb1_50.dill,train
y7/4y74.pdb1_54.dill,train
y7/4y7y.pdb1_65.dill,train
y7/4y77.pdb1_79.dill,train
y7/4y77.pdb1_90.dill,train
y7/4y7x.pdb1_65.dill,train
y7/4y77.pdb1_7.dill,train
y7/4y7x.pdb1_54.dill,train
y7/4y7y.pdb1_94.dill,train
y7/4y7y.pdb1_89.dill,train
y7/4y77.pdb1_55.dill,train
y7/4y7x.pdb1_49.dill,train
y7/4y74.pdb1_51.dill,train
y7/4y7y.pdb1_51.dill,train
y7/4y7x.pdb1_78.dill,train
y7/4y74.pdb1_89.dill,train
y7/4y7x.pdb1_91.dill,train
y7/4y77.pdb1_64.dill,train
y7/1y7h.pdb1_0.dill,train
y7/4y7y.pdb1_78.dill,train
y7/4y7x.pdb1_51.dill,train
y7/4y77.pdb1_37.dill,train
y7/4y7x.pdb1_89.dill,train
y7/4y74.pdb1_91.dill,train
y7/4y74.pdb1_78.dill,train
y7/4y7y.pdb1_49.dill,train
y7/4y77.pdb1_95.dill,train
y7/4y7x.pdb1_37.dill,train
y7/4y7y.pdb1_55.dill,train
y7/4y77.pdb1_89.dill,train
y7/4y74.pdb1_8.dill,train
y7/4y7n.pdb1_10.dill,train
y7/4y7x.pdb1_95.dill,train
y7/2y7f.pdb1_5.dill,train
y7/4y77.pdb1_51.dill,train
y7/4y7y.pdb1_64.dill,train
y7/4y77.pdb1_78.dill,train
y7/4y77.pdb1_33.dill,train
y7/4y74.pdb1_95.dill,train
y7/4y74.pdb1_102.dill,train
y7/4y77.pdb1_6.dill,train
y7/4y7x.pdb1_64.dill,train
y7/4y7x.pdb1_55.dill,train
y7/4y7y.pdb1_37.dill,train
y7/4y7y.pdb1_95.dill,train
y7/4y77.pdb1_49.dill,train
y7/4y7y.pdb1_99.dill,train
y7/4y7x.pdb1_7.dill,train
y7/4y77.pdb1_74.dill,train
y7/4y7x.pdb1_81.dill,train
y7/4y7x.pdb1_23.dill,train
y7/4y7y.pdb1_41.dill,train
y7/4y77.pdb1_16.dill,train
y7/1y7i.pdb2_0.dill,train
y7/4y7y.pdb1_81.dill,train
y7/4y74.pdb1_59.dill,train
y7/4y7x.pdb1_41.dill,train
y7/4y7y.pdb1_23.dill,train
